annee,conso
2013,7.142505474606922
2017,9.938701049547209
2014,7.8744031548598095
2017,2.3898516888555412
2017,6.885879341788391
2015,
2015,1.69953894564441
2019,3.034807037996554
2014,8.025330790857904
2013,8.756874881034875
2017,9.564526811525404
2019,3.6086864441740385
2011,4.005921261590146
2012,4.165432501057122
2018,8.391300303977044
2014,10.372005565808621
2010,8.780524440285701
2011,6.674886470220119
2010,10.174949493974413
2010,9.005219067113622
2013,7.074226307283645
2015,
2015,
2016,5.03351777058238
2016,5.370241203751463
2016,6.857855739415547
2010,5.856632997920637
2017,9.721736875766762
2014,4.815543848699799
2013,3.0185208163603874
2018,5.492730776255998
2015,
2019,2.3328603128437146
2013,6.936290729136604
2014,7.611818619205293
2019,10.13495819472302
2018,6.9309726922419035
2019,10.523589268872076
2017,2.9339657694114
2012,9.935370580356627
2018,8.286657331981804
2012,7.300442929761266
2017,5.95940949659762
2018,9.04290845952698
2018,1.5758061640766488
2014,4.219653575243547
2011,8.937908582035067
2019,6.84997211366364
2019,7.914835101725388
2013,10.471285237509784
2010,7.755413029606382
2018,5.456554951648183
2010,9.810302552417076
2018,1.6346571095703324
2015,
2011,7.85831094309163
2015,
2015,
2010,1.979052062099064
2012,2.543451695248229
2019,1.1178577151857163
2010,4.137128647623648
2017,2.38941891211167
2016,3.960835765993223
2018,7.627531451229094
2016,9.328251425401529
2014,5.148745095126408
2011,6.186284352560668
2017,10.964551308746456
2017,1.2312582185426637
2019,5.119557601344552
2010,10.904708416820014
2015,8.91107258500566
2015,1.1970552894611954
2017,10.701047337986083
2012,1.1028064727681222
2011,7.095875755516593
2014,9.906176672446117
2019,5.528200661835725
2016,4.710588644820701
2013,9.293776173009471
2015,9.826804476743087
2013,2.756731702842662
2019,3.7109527863485647
2015,6.219033618758068
2011,5.681005365006695
2017,7.699096698461192
2014,9.646195699207164
2017,9.957364557611125
2011,7.944201177908901
2011,8.963671034636466
2015,4.10679672751684
2010,10.547502150253552
2019,6.446328585662207
2012,10.438970053661082
2010,8.241095180827315
2015,8.140042457238458
2012,1.4138620738218912
2018,5.638242274125433
2012,6.626171402038214
2012,9.92423134543923
2010,5.499023753163697
2011,10.84861805365765
2019,8.461097518906818
2012,1.967802408091506
2015,9.45285049913517
2017,8.53273856257136
2010,10.266961477176665
2010,3.719535199936586
2014,1.055446817280107
2019,9.232231213129328
2018,9.030952544355449
2018,1.881616304273033
2014,6.346640107618175
2016,9.928822502266202
2012,3.1942711295730746
2011,4.172875951757538
2012,1.4810317199202008
2014,7.839807416462197
2011,7.198992429715364
2013,5.87332123497241
2018,7.686793810084419
2016,4.584505323137936
2010,3.2139199268657315
2010,3.6471582029501404
2011,2.566119887400481
2016,6.063073191317815
2012,8.107966666880557
2014,1.3800817036089255
2014,4.288811279119805
2011,8.122748306727303
2018,9.469924840236624
2013,5.0048789207751785
2013,6.862005319025511
2019,3.353069176494734
2016,1.322022357852546
2013,3.000581730161292
2014,10.378162184864095
2013,10.747564635923583
2018,7.111819593032185
2018,5.6395470861248
2012,1.3379438708916338
2017,7.36084765143878
2017,6.418768055254999
2016,10.428872601826722
2014,5.255640798273142
2013,3.52826054990394
2016,6.993155001813869
2015,4.398733862777819
2014,3.02095560544842
2011,3.4245684392563627
2011,5.5899895139249915
2014,2.8306777937856022
2016,1.3623350263400282
2016,3.126510639534712
2010,2.269220002355537
2011,10.490716580134745
2014,6.277867757176441
2019,2.984916943451932
2011,7.485464444935286
2016,7.002530581648841
2012,3.735868718337154
2010,9.609031640359605
2018,7.729823826621676
2013,5.855634709134758
2010,6.096090672102239
2012,2.9888926961255784
2010,4.515369718774157
2011,4.542093458500619
2013,4.584409871639554
2013,2.3906320017857787
2019,3.8618435089851015
2012,10.571404416893742
2012,6.960301327296782
2013,9.52974392714569
2013,9.007330115030037
2015,3.790287995124119
2019,3.382717777448083
2010,2.655908103242286
2017,9.261865349861328
2010,10.846942650543651
2014,1.1790272453501052
2014,10.034876713358212
2016,7.5766325225256095
2016,5.871596943749967
2015,2.3324677160117417
2016,6.900593313536157
2014,2.9034408817348836
2017,5.127630150353211
2019,3.683607316205335
2017,2.153506323591084
2010,1.3935207128729479
2015,10.103080600578817
2019,3.8355372778406283
2013,8.50489110589742
2018,4.021060819840164
2017,3.5736707659960234
2015,6.111766286481394
2013,1.9611778438897833
2014,1.4068257995515978
2010,8.381013259374608
2014,10.9357057822138
2014,7.371069819928091
2010,6.974713871773137
2012,10.506258333564022
2014,7.764712778938227
2010,6.805399084894541
2013,6.734542756477154
2018,4.184550040264421
2019,8.68164455593662
2011,3.1194372693674826
2014,3.426584558144056
2017,7.96637843473781
2014,6.165231281641641
2018,3.888682909799104
2015,1.7678774721815707
2018,7.682675165885813
2011,10.667650494777192
2019,3.986801032680563
2015,9.587251847264469
2012,3.0725931330951175
2010,2.4251995083276636
2015,
2014,6.704197622654005
2012,8.408378370768212
2013,3.376443207018154
2017,1.959897525234309
2014,7.63118951685799
2013,1.68807218201285
2011,2.9743519966641374
2018,7.231315883530387
2016,4.06596499119323
2019,4.87004437182077
2018,10.63521012841578
2011,3.4666588935430522
2010,8.056913266963747
2015,2.7943575215437058
2014,6.324558675620188
2011,1.6165044427651878
2019,7.56562543619838
2010,7.455689256703923
2010,1.0547200869129594
2019,5.977911410037846
2010,5.562527623809839
2018,10.483898518028859
2011,5.059580404187163
2015,3.2064946615027536
2013,2.577487952014894
2013,1.3198762573697334
2015,7.867160402043594
2019,10.98073940654822
2012,4.7736732216992745
2015,
2019,8.800309855344532
2011,9.318983212442829
2013,2.380258569638274
2015,7.574937962639434
2013,9.731562278177046
2010,2.648714062069767
2019,1.4951474761283448
2013,1.6670478994386153
2011,2.2226884938341387
2012,6.406545316530362
2019,9.08379317780459
2018,1.715579083302993
2015,10.702694507891756
2011,2.0187589736306393
2016,3.457782165892609
2015,
2018,8.767165473116497
2011,1.2073973147887298
2018,8.82597112353552
2013,5.8407057272343765
2016,5.645871051319225
2013,8.643846979956212
2016,5.034332643502979
2012,4.696278231163798
2010,1.6272117872527583
2018,1.0637127573269225
2017,10.859027629314038
2018,10.123236580309191
2011,6.313119395487732
2017,6.237174427672706
2012,4.233066212501767
2017,2.390487100458655
2014,2.159861488203201
2016,4.870207641543794
2013,10.498804698979006
2012,5.497460397980642
2010,7.134320659582496
2012,8.598224519589976
2018,2.2228684896870146
2014,1.5549389938551152
2016,10.641577969486887
2013,8.083692033587585
2019,5.285022623098104
2010,9.466114278818637
2017,9.535562790225352
2014,10.328744345485623
2015,
2012,2.6623255113070456
2011,4.10527430035696
2016,8.38719642197585
2017,8.618086542461125
2016,1.6664623425227534
2016,8.826219792005734
2010,4.939868830768351
2012,10.014980789470204
2013,10.082945931956045
2014,10.275561588740073
2017,7.999630766516399
2013,7.538107812469727
2010,10.756433972935307
2014,3.102536916756951
2011,3.834467550194498
2016,9.899159533183123
2017,1.826255569440344
2012,10.281322461836902
2018,3.080854423658005
2011,5.172332202420064
2019,6.6258943475436
2018,6.709877775706853
2017,8.95386627810616
2011,2.2115680082746527
2011,1.4959275027913868
2016,4.668305197318872
2017,5.142466050079781
2012,3.1227909977660975
2018,3.8823698617758406
2015,3.6559474610911993
2012,1.4500451572550557
2013,10.49533504543764
2015,4.9366599804833315
2015,
2019,10.015921135353551
2012,7.483920359708307
2017,3.296767268755333
2018,3.4128979809856252
2014,1.6806561828433388
2018,10.93849244610441
2010,7.060670022087281
2015,
2017,3.3572888249885193
2014,7.481268158874168
2013,5.025029852085767
2014,4.283894918506287
2015,4.666980170024807
2011,7.167234125318569
2010,8.963914014578712
2019,6.4835352614985675
2018,8.917993412122067
2010,9.698070265254131
2019,10.214756893325195
2018,1.600909690983269
2017,2.4771631327506354
2016,3.1936314929764658
2018,3.6453153375511604
2016,5.304160296709986
2012,1.1842136239701986
2013,10.922315384854386
2011,9.396403110627478
2014,5.951287192405076
2011,3.3639648205857444
2012,9.225519211693967
2018,9.05541780582057
2017,9.563426161348781
2010,5.676465594490844
2016,6.524941193966672
2015,
2016,1.3998481898985284
2013,7.563190823334865
2015,
2019,3.512676684573678
2017,10.10009941114171
2015,4.306144153726526
2017,8.650446841249686
2012,10.725763859030783
2010,6.3665010075345245
2016,7.96372765849458
2018,9.595160926722837
2019,9.105244439998149
2018,7.770673917219616
2019,6.500034997021162
2014,7.227222012694018
2019,4.32899669895678
2014,5.013668637530108
2016,9.41625109809127
2012,9.400807172005026
2013,2.6633742142382513
2017,6.3899985803055275
2019,1.5689011290778967
2010,3.776528826641721
2011,7.083442196350488
2011,9.51383553069174
2012,2.0496515156445394
2014,3.953078799679234
2018,4.326195665000573
2016,7.619347815647528
2011,1.0501860086030492
2015,2.6782988034174307
2012,9.331860913188972
2011,2.6660290560589717
2012,8.838416795763939
2019,5.405054745880697
2012,8.043117201710306
2016,2.6550576578049716
2011,8.703854705744197
2014,6.0134006521344645
2016,3.3709247732144547
2013,4.8613203982413875
2017,6.339607521698949
2017,7.487510102706036
2014,10.191018209213045
2018,9.40855516897262
2015,3.517914572903904
2016,5.968722216673195
2018,1.4744133111954396
2015,6.616302835698242
2019,7.0499362885196035
2019,1.9461523634066826
2015,
2010,7.948010089374681
2014,6.699852227638045
2014,5.560797680789985
2019,2.1999858999665136
2014,5.228230964002836
2014,5.116812243862837
2017,8.24304302715165
2011,10.279249462060692
2010,4.621667840179853
2013,2.547165345417646
2017,8.365195876834488
2017,4.774319229392966
2016,4.0685664949075875
2018,5.052149305628631
2018,8.93015883886205
2017,6.054236876277285
2011,4.138351877505424
2014,5.755144949342222
2012,1.4050345957724277
2018,2.248753587623612
2010,10.984843048683011
2010,7.15825924505586
2019,5.32402991502339
2016,7.850985905383014
2011,10.377514525598121
2017,3.4997673744829263
2011,9.618699249029802
2010,9.917409549820679
2010,4.12030254859665
2011,1.9856176491700286
2017,8.43750082588006
2019,6.922728471729525
2017,8.418953627486093
2011,4.560681756145907
2012,8.289576788970493
2018,2.005463360988771
2018,5.674772236269882
2010,9.457424012909645
2010,10.134943783312927
2010,5.006145310850516
2014,3.3414219001518544
2013,2.388025248906286
2011,3.310217264840845
2014,1.870589637130842
2018,9.148414287810716
2010,9.225688952477528
2018,10.678159830161492
2017,5.490586101226633
2017,8.336708052437345
2017,5.943235168664964
2011,3.2201089418533417
2016,3.3913640104452294
2018,8.814262457594943
2017,2.344778637499713
2014,6.806839700322078
2016,5.121991346561026
2019,6.569190610159149
2018,8.093249509750986
2018,10.721132643356281
2019,5.167993372352186
2019,4.66372779169081
2016,3.902582246429408
2017,8.885433787395257
2016,8.117530418793617
2016,8.776621362004192
2019,5.1608085641628625
2010,4.630621348550393
2012,8.801160348937657
2013,10.381355905492923
2015,
2018,9.922403830387234
2012,7.807351747558551
2016,6.736453060340247
2018,5.7188017382929885
2015,
2016,10.278134320717122
2018,9.985124119949818
2015,2.4999378331844317
2019,2.097643938341626
2015,
2015,1.4607904642333682
2015,1.8063347702864365
2018,1.6604975675997116
2019,6.3880531319031135
2017,2.162597042699869
2012,9.41188208863541
2015,
2018,7.135983154954739
2015,
2015,
2016,7.4828236629605405
2010,7.6208517784436784
2016,3.4356839348197856
2017,1.2992630993412626
2013,10.231191282085947
2012,10.000844054921798
2015,
2013,6.507346004106365
2015,
2012,4.097874994345785
2016,8.584006329062348
2013,9.20477671526857
2015,
2014,2.4142237457374343
2013,5.871614008472265
2016,3.9226250318511138
2015,
2011,2.4603538775992178
2013,5.32933337371086
2013,6.849603435368386
2013,6.388396689871943
2011,6.851587449426399
2010,6.36417800881019
2019,7.368460501179694
2014,7.568240409844579
2010,7.110699467940245
2013,9.746584069002942
2017,8.001514187334802
2017,1.498472948157651
2013,3.7621869193769797
2010,1.3152008815943574
2010,3.383945719066769
2012,8.567206438916447
2011,6.724169688419984
2011,7.796243869953349
2014,1.7093694438414777
2011,4.939944951778528
2016,1.9244207966791673
2012,1.4533518250420898
2017,4.1526122745571685
2014,7.916275830616651
2011,5.5976771803296925
2015,7.421422956149122
2015,1.5770997860685545
2014,3.768439442844186
2016,3.266680812616012
2016,5.642647689066509
2012,8.779053583366835
2017,1.5384575497947852
2016,4.889968040689045
2013,7.358303079328952
2017,9.994085548827611
2013,3.460626000366241
2017,8.965563869292383
2013,7.450181744939536
2010,7.388822592691858
2013,10.435582059634838
2014,8.05788546084063
2019,4.281705718355448
2018,3.9447253121116965
2017,8.264765579903546
2019,4.816023249343448
2012,8.410033910866037
2014,2.9967257504058598
2014,9.615488810304734
2012,9.644713976471973
2017,9.90906070262072
2013,5.287628781656911
2010,5.514369702250486
2010,4.8596371838061625
2010,10.631434785131054
2010,10.602282587406853
2013,10.300614309962766
2010,10.781239074323803
2014,2.7196170746872497
2016,1.696757378451207
2014,9.101097108790924
2019,9.469298593795585
2015,
2018,2.2080509816502225
2015,
2013,2.370923617420531
2011,8.906016083485696
2015,9.465002266288655
2015,4.092903071251683
2012,6.739288363314449
2011,3.6771025119622163
2017,2.09911015551742
2011,9.826361216301258
2014,8.957517548497908
2019,7.971915680211004
2019,10.44075489916434
2011,5.583133274083529
2018,1.531814473952188
2019,3.1748083790991855
2010,1.3807964486976
2012,7.096635456573567
2018,10.838375957761299
2016,10.179267203934549
2010,9.761401201362
2018,4.105922086025154
2018,4.786853186108205
2019,10.302738048996314
2012,2.762597123340104
2019,8.945282175846367
2014,4.611910993621316
2014,1.2575221705057162
2014,3.9653372335256845
2011,2.0688451703613477
2017,2.626988664720783
2014,9.186570510576157
2016,4.123195472013044
2018,10.193530558125493
2018,5.392330278799113
2017,8.788569670531617
2018,7.410945226704863
2014,5.7518212461250675
2012,9.473473297299615
2018,4.99566740430001
2012,9.039745508834049
2014,1.7435353587568994
2013,4.731206649501263
2014,1.8206821452938273
2018,7.902113411350484
2015,5.564600076123679
2014,7.749704198194431
2019,5.416519269975941
2012,2.754871454214207
2011,6.479339549351938
2013,5.6476085412169
2011,1.0555853264922446
2014,2.4262809208385683
2013,10.89007869936501
2012,5.667475934896073
2014,4.995338912671084
2011,3.855266461799758
2012,7.8992473936036225
2016,9.754778081278895
2013,1.2742263944164836
2013,5.547647641689567
2019,10.97274140958903
2015,10.186144456476145
2017,8.381201927670428
2015,
2011,2.0230720036350673
2014,3.619219122090172
2019,6.5056387684356025
2015,
2018,1.5314181132801554
2019,10.871658244627037
2015,1.2686182635751744
2015,6.76874021885824
2019,1.6069180320325973
2012,1.9655288070154844
2012,1.3252975802443836
2017,6.65063678219346
2011,5.6684298111949785
2011,1.8143914613504921
2017,2.1663443390600383
2012,9.258380880823296
2014,3.322023997492808
2015,
2018,5.411625712105697
2017,6.19927300081239
2016,7.844398062882568
2016,9.905149718973359
2013,6.746806249893199
2017,8.815046700443467
2013,10.43034198090655
2011,3.302518289991685
2016,7.903066808790957
2010,4.319650971496805
2016,7.771694815414873
2010,7.905966285803143
2013,2.7034750814177704
2012,3.633670936695953
2013,4.503467206394561
2019,9.223935508273058
2010,4.236904101776087
2017,5.082917492376842
2011,9.31652795519281
2014,6.649191221620048
2014,2.8493321304610912
2012,3.0010139141163275
2010,2.7395623065210963
2013,5.907507913122306
2014,10.683408287334757
2019,2.8030601166388127
2012,6.400452964375094
2011,3.46143854165254
2011,5.130574167818999
2012,8.381645376686148
2013,7.5091629225450305
2017,9.391166000442896
2010,9.820326807130867
2018,10.84327960585216
2017,7.795036624753175
2017,7.972640069355359
2011,9.069280494693679
2016,7.111619505774172
2014,5.476926351784197
2014,6.688824608770795
2014,4.155884042685953
2013,7.58498390298179
2012,10.641680051029187
2018,3.9162131642904066
2014,8.357058229609875
2017,7.404687773058372
2015,8.00028086789568
2018,2.9054202943018463
2014,3.6292800488787416
2018,7.679169915857339
2016,6.826392456201196
2014,7.174594845607654
2012,10.344072305527549
2014,5.139278707252876
2017,7.18064965864278
2016,2.434368267355899
2014,3.7832709442427928
2019,8.155628308085005
2015,1.928957320342888
2017,3.2127256972601494
2019,4.594380010843576
2010,10.583322956038092
2016,1.9876612599118484
2011,5.740438582680913
2018,3.8934558071081207
2018,1.8920676663024962
2010,7.214484134163769
2012,6.836795213645928
2015,7.778979115854184
2018,1.0432396301207805
2011,10.178548560969132
2014,4.486420533188572
2019,7.515980250662797
2018,4.8356794306069
2013,7.13592378214469
2018,10.841601915392824
2018,5.219710664672014
2013,1.54725071979555
2016,4.233998344568731
2016,1.6680013167185306
2017,1.932213069794905
2017,10.21749693507163
2012,10.988203538383955
2017,3.2471708839515756
2016,4.365356362406614
2014,6.95932662659788
2011,4.73424321939821
2018,3.786846126363524
2016,2.94390822453135
2019,5.092694958048667
2016,3.909168800400023
2011,7.503142426325849
2016,1.2457219458881
2010,4.068507882159333
2013,6.30874340822969
2011,8.388406110139195
2019,3.014701351672965
2011,1.2591804041369572
2016,2.7138596169677323
2012,8.972475158627567
2018,5.805096500682695
2015,
2017,9.89756691218123
2013,4.606470124797243
2017,5.131851686890177
2010,6.125805128808373
2012,5.966070383989349
2011,9.552957503961823
2014,10.924462342191973
2013,8.473690375582674
2016,6.646375975648336
2014,6.8774550588348164
2014,9.383340963413877
2018,4.706903849950132
2013,6.320157515660218
2019,4.303709889150287
2013,2.7403704048520376
2014,5.724743559815591
2010,8.34201788511242
2014,10.638439468526796
2016,4.807271190922435
2010,3.4727674505471375
2018,8.893665882943477
2013,6.153381302417798
2010,2.4737138232515976
2015,9.741075167159929
2010,9.934385762885865
2015,
2019,1.9441807151679704
2014,3.4166024408127953
2011,10.205210680106592
2016,2.568838420720693
2011,10.561544180255275
2011,6.704142919899914
2017,9.566524190708789
2012,6.83042909708875
2011,4.536334111820865
2019,10.828437461677234
2014,6.298830169803144
2010,8.457079648506124
2011,5.798282049317516
2015,
2011,9.381081094511046
2019,8.745745432954195
2019,5.149629377695035
2012,4.88505343589142
2010,10.29997144867104
2013,5.420959928468546
2013,6.243249045616034
2018,6.304471728760428
2018,9.968151152573355
2012,5.052869503746319
2014,9.149382712548492
2011,6.777717931733032
2016,10.66275956296175
2013,5.955836219245602
2011,5.466203725716207
2019,9.392961084903884
2015,
2017,5.254320170211966
2018,4.835607399753782
2015,7.794483775923955
2018,9.865971848567488
2017,7.127558378744935
2016,3.691417644102705
2013,7.827145890869839
2019,5.049590486401592
2011,3.7293253520036984
2013,9.33736292717303
2019,5.215249282970436
2017,8.023663033295835
2015,
2015,1.8037469943693332
2016,8.547639346568157
2015,
2019,3.188388116106216
2013,6.933498077567699
2016,5.788457892562645
2015,
2013,2.3849536055022895
2016,9.908652886916673
2018,7.829850118996065
2019,5.125389817768907
2017,10.622823704147853
2016,4.8984020224577165
2019,1.1005208934554447
2016,7.0121242694274155
2014,5.2096980579406935
2013,8.501130574542762
2011,1.9346226680142788
2016,3.344911097443607
2018,10.444917974891874
2015,10.462125794609712
2016,8.78309928904583
2017,10.357108401715323
2011,10.058014755477242
2018,10.968569584185957
2016,1.0687668601623925
2018,2.6927835183686666
2016,2.84695159577714
2016,10.610526188921677
2019,6.665687956879588
2013,10.030276156667934
2016,9.333753456767255
2019,4.7752294167710945
2018,5.143226902665651
2012,5.978137749958083
2019,10.75150614967299
2012,7.533094181976509
2015,
2016,7.199175350520047
2015,
2017,3.5342241162942747
2014,3.147333229955055
2018,6.527878396966174
2011,6.833829037057619
2015,7.149171893764741
2012,4.178817182890871
2017,5.524443505812536
2014,9.658164867024787
2017,4.305259642840967
2012,10.030213751239769
2018,9.665709747551974
2014,7.862738420569977
2019,1.9416303698479633
2018,9.215205419150681
2018,10.55666470216656
2011,1.8134327166363498
2010,9.076488570814856
2017,6.311518256690649
2013,8.802891281900108
2014,7.332033667725642
2017,4.8320812903855614
2010,10.069187581219706
2017,2.0353955200608778
2015,
2017,4.521171859671023
2019,3.4422953825932767
2015,
2019,3.1486269957648374
2017,4.63928883491039
2013,2.798446595173356
2019,10.093749000843736
2010,3.1016628300984594
2017,2.8266270845813217
2010,8.032411181539032
2012,3.2845475373171906
2019,5.312897554309086
2018,6.142179966232554
2010,9.781649132019806
2018,6.623895237300833
2018,7.003831492722117
2016,7.195843193128631
2014,2.556253611513779
2012,9.892247959355027
2011,7.984647343768463
2019,10.5670804839493
2012,1.057159928291376
2018,5.855083829027086
2014,9.775978904616075
2017,9.413791611997803
2011,6.747051216790057
2018,6.19120805477272
2018,8.234102987535168
2010,3.131063659248368
2018,3.4957708060193697
2014,4.068123512016171
2019,9.232659808885183
2012,8.57425492292435
2015,
2012,7.1720828862242065
2017,10.797076699913402
2018,6.252278206383643
2010,1.8247987521682865
2013,3.814779278250197
2017,1.6760951594871534
2010,6.559269692346829
2015,6.165951765535047
2014,1.4388041948866694
2014,9.139471765615863
2016,8.257100875168236
2012,1.7934688029359593
2017,5.882594671513414
2012,9.007516990118928
2012,6.053887263456252
2010,1.5787093491777617
2012,6.302599758658698
2015,
2019,9.009287764804313
2016,5.166925094011531
2016,3.316345451570566
2018,3.4958746995292627
2010,8.116940328886077
2019,6.430037984243269
2016,10.515643352199499
2014,7.467350908500482
2014,9.797720279064427
2014,10.683553732492959
2012,6.418554543818228
2010,7.687263502315963
2017,7.977287136036513
2018,9.28925495878066
2013,5.979702499539379
2013,3.552254920955078
2018,5.906355447045309
2013,2.8208521519638365
2019,5.178762526787444
2013,3.9580335345679587
2015,2.8598818636934524
2017,9.046071498691509
2018,5.319504306000427
2013,7.686918261671045
2019,5.542795418145765
2018,5.794222983831354
2011,3.994671943334568
2014,1.2144501137426935
2016,2.2539564277987756
2018,9.184635927517732
2010,2.5433945644974125
2017,8.73676699374647
2016,2.244775638129311
2011,3.057389153576208
2019,1.5930897160672566
2018,7.571186703845413
2017,2.4563242882918006
2018,7.905727869689624
2016,9.953642750777579
2015,
2014,7.082425039566351
2010,3.866932190031167
2018,2.4326629947829295
2015,
2011,4.2240035611093445
2014,4.219846039595476
2012,2.87851175988535
2013,6.997730920760064
2019,5.307361833786749
2014,9.677138194838651
2019,2.9222239454723478
2011,5.187501049596838
2010,1.6370178114963443
2016,5.92807271618782
2013,9.644737842031365
2010,7.292499748601436
2015,
2019,10.234887458795209
2010,2.314423387614317
2012,4.996823610561551
2013,5.366175432471621
2016,8.683120515640148
2017,7.2456992896604335
2016,3.4040881259032676
2018,10.06307532179363
2015,1.1698893934001744
