date	idc	idr	price
2016-12-02 19:47:45.068274	b02d0e50-e1a0-435d-afa8-de2aabbb38c1	f2f1cf65-df79-4b9a-8e5d-8c895a9d17bb	70.0
2016-12-12 19:47:45.068274	b02d0e50-e1a0-435d-afa8-de2aabbb38c1	cd3ee4ff-d83b-489b-bb1f-db6e50754de7	75.0
2016-12-30 19:47:45.068274	b02d0e50-e1a0-435d-afa8-de2aabbb38c1	659a7668-ea56-4851-9288-01a1b22d4323	75.0
2017-01-10 19:47:45.068274	b02d0e50-e1a0-435d-afa8-de2aabbb38c1	085b8eed-981c-4f41-9b47-970407a39da9	70.0
2017-01-08 19:47:45.068274	ea44cfbb-6a4b-4248-b99c-25582a6f3ca2	ed1552c4-8025-48e7-b879-d6213efa686d	90.0
2016-11-20 19:47:45.068274	247cedea-d984-4e3f-b70a-66b8dcdc40f1	66f9873a-6ba7-4645-be59-de8435a05f27	95.0
2016-11-24 19:47:45.068274	247cedea-d984-4e3f-b70a-66b8dcdc40f1	aa943dc6-4dd0-4311-99e4-ac42231bed62	70.0
2016-12-13 19:47:45.068274	247cedea-d984-4e3f-b70a-66b8dcdc40f1	68ca314e-2507-41ef-975c-b274d9341bbf	70.0
2016-12-17 19:47:45.068274	247cedea-d984-4e3f-b70a-66b8dcdc40f1	7dd06bd5-6706-44dc-b12e-1bbcb10162d1	75.0
2016-11-29 19:47:45.068274	346201f2-c7e0-42a4-bda1-4841cbd16d5b	26bbe058-0740-432c-a36d-53476b201ebf	80.0
2016-11-28 19:47:45.068274	e7f91541-33bd-49cc-bdf7-a4845816bcaf	4b58d7c9-e00e-476f-87ac-a378fdb49f5a	65.0
2016-12-14 19:47:45.068274	e7f91541-33bd-49cc-bdf7-a4845816bcaf	d0faefbe-41ef-4786-850b-fd1ff45468cc	70.0
2016-12-23 19:47:45.068274	e7f91541-33bd-49cc-bdf7-a4845816bcaf	edf6a0b9-3391-467c-9df2-ebe1f4e1d6d1	65.0
2016-11-24 19:47:45.068274	cd7fe0d9-6b6c-4451-adaa-2ba3b3ac90d1	a9e28a2c-e04e-4975-ac0d-54696f928ccf	80.0
2016-12-09 19:47:45.068274	cd7fe0d9-6b6c-4451-adaa-2ba3b3ac90d1	ce755671-8873-4ac1-9ae9-7c89bdde6524	75.0
2016-12-09 19:47:45.068274	cd7fe0d9-6b6c-4451-adaa-2ba3b3ac90d1	046d8e94-9d77-42d5-9f52-e48af8feb98a	65.0
2017-01-02 19:47:45.068274	cd7fe0d9-6b6c-4451-adaa-2ba3b3ac90d1	8a7604e8-357a-494b-a6dd-e0c63ae9ad27	75.0
2016-11-27 19:47:45.068274	3e633b47-9351-4226-9a16-d4485012958f	80617ec3-32ca-41a0-8c3c-3f5c722f8a9e	90.0
2016-11-29 19:47:45.068274	3e633b47-9351-4226-9a16-d4485012958f	d1173b8e-4ba3-4547-9fa9-df1a815ac126	65.0
2016-12-03 19:47:45.068274	3e633b47-9351-4226-9a16-d4485012958f	8d0f7c9d-d2b3-4622-8505-1c1b50cc4aaf	65.0
2016-12-10 19:47:45.068274	3e633b47-9351-4226-9a16-d4485012958f	770a309b-71fa-453c-8818-275f8482e94e	65.0
2017-01-13 19:47:45.068274	244bf2ac-3487-45fa-9048-24508ce550b8	0d1bd223-388d-430f-b3ca-6917dd9d29e4	80.0
2016-11-20 19:47:45.068274	ab46c35f-2812-4368-89d1-496f9a7420a3	9e494cd5-1e3e-4037-98cb-38b4d922a344	95.0
2016-12-09 19:47:45.068274	ab46c35f-2812-4368-89d1-496f9a7420a3	6f5403db-6c75-4413-a2ec-5b147934c7c7	80.0
2016-11-22 19:47:45.068274	a13d33f9-7dcd-4ec6-ba3e-b072147c4879	4280819a-b363-4ecd-a60f-adf3607ddea8	85.0
2016-11-23 19:47:45.068274	a13d33f9-7dcd-4ec6-ba3e-b072147c4879	3731b549-106c-4664-8f15-c3cdc9f9da77	80.0
2016-12-09 19:47:45.068274	a13d33f9-7dcd-4ec6-ba3e-b072147c4879	df163a34-7741-43a7-9f20-e2f2de1c439a	85.0
2016-12-22 19:47:45.068274	a13d33f9-7dcd-4ec6-ba3e-b072147c4879	efd8dfb4-d570-4cd6-8fdd-acb4ed958327	85.0
2016-12-04 19:47:45.068274	73f22dcd-c5e5-4863-87b3-efdd7ed477a7	07a50623-19ac-4bc9-a9ac-61b0625efb1e	90.0
2016-12-06 19:47:45.068274	73f22dcd-c5e5-4863-87b3-efdd7ed477a7	1383254a-df5b-49e3-9c7c-3b42b0505b62	65.0
2017-01-12 19:47:45.068274	73f22dcd-c5e5-4863-87b3-efdd7ed477a7	8064e099-4faf-4829-a797-7e2500460722	70.0
2016-12-15 19:47:45.068274	7738ec2d-2f80-46c2-b4a9-49a77ae82d02	84b57932-cdad-488f-8df3-f17317fa3f2a	75.0
2016-12-16 19:47:45.068274	7738ec2d-2f80-46c2-b4a9-49a77ae82d02	7de36591-59c1-4b82-83bd-e8f99a9f2967	65.0
2016-12-01 19:47:45.068274	f6c1a1e5-f188-4486-95b3-28833e128c24	ec3b5538-215c-4b03-a675-bf3f9827c0bf	90.0
2017-01-12 19:47:45.068274	f6c1a1e5-f188-4486-95b3-28833e128c24	5b294e67-ec87-4ad2-84ef-3baa8b2fc13b	90.0
2016-12-03 19:47:45.068274	8f7eb2ac-5f07-4325-8b96-15c9afa116ad	28d0f30f-0e09-4738-8c46-5cc929cbf7cb	60.0
2016-12-11 19:47:45.068274	8f7eb2ac-5f07-4325-8b96-15c9afa116ad	752cba58-e9ea-4b70-aa9a-30175342e269	85.0
2017-01-11 19:47:45.068274	8f7eb2ac-5f07-4325-8b96-15c9afa116ad	5d8d7070-45a1-4dbe-b00b-b8a41536e589	65.0
2016-12-01 19:47:45.068274	43d8d18b-d0f3-4b57-9dfb-30ff083c6ba0	a06b8a36-af0f-43a8-9261-415829a078a7	70.0
2016-12-07 19:47:45.068274	43d8d18b-d0f3-4b57-9dfb-30ff083c6ba0	f61c877e-7771-4e56-8d18-0550a5881619	70.0
2016-12-16 19:47:45.068274	43d8d18b-d0f3-4b57-9dfb-30ff083c6ba0	c2c863a0-30f0-4e70-9442-972d01f16ac9	75.0
2017-01-05 19:47:45.068274	43d8d18b-d0f3-4b57-9dfb-30ff083c6ba0	b221b16e-7ac3-46f3-bc9e-219b58657bf4	70.0
2016-11-26 19:47:45.068274	8bfa0a71-5842-471f-95e8-733f4e5e6c45	8568c85e-7a2c-4b7b-afc1-3326bb34c809	85.0
2016-12-08 19:47:45.068274	8bfa0a71-5842-471f-95e8-733f4e5e6c45	617b4a25-3120-476a-9acd-dba3ae49d00f	85.0
2016-12-18 19:47:45.068274	8bfa0a71-5842-471f-95e8-733f4e5e6c45	9d3baee9-6764-4489-99f4-1f4520eb1d29	105.0
2016-11-28 19:47:45.068274	130cf59c-92cf-4205-b005-39cebbb154ae	50422d96-bc94-4622-8247-3dec4933a005	70.0
2016-12-03 19:47:45.068274	130cf59c-92cf-4205-b005-39cebbb154ae	1b5bfe7f-5fe1-4dab-b6b2-3ec017073a5f	65.0
2016-12-20 19:47:45.068274	130cf59c-92cf-4205-b005-39cebbb154ae	88c4ecae-8a24-423b-b5c3-10317f5c70d5	75.0
2017-01-01 19:47:45.068274	130cf59c-92cf-4205-b005-39cebbb154ae	3072e41e-fcd8-40cf-bdf0-77ead106decf	90.0
2016-11-28 19:47:45.068274	d076df6e-a2aa-44bc-bbb8-f38905a7e169	e610f518-da95-4bce-92ee-fc9333d5d55c	70.0
2016-12-11 19:47:45.068274	d076df6e-a2aa-44bc-bbb8-f38905a7e169	4e866873-d9e3-4c8a-bf54-a0f3da93a458	90.0
2016-12-12 19:47:45.068274	d076df6e-a2aa-44bc-bbb8-f38905a7e169	632f7352-b6c3-4d50-9df5-49405b2cb848	70.0
2017-01-09 19:47:45.068274	d076df6e-a2aa-44bc-bbb8-f38905a7e169	7558f17b-5042-4cbe-85d2-7bc2110b0f01	75.0
2016-11-21 19:47:45.068274	7a5ef446-a13b-4eaa-9164-b84fc62b591b	55113d36-a718-4b57-9ade-29028428d79a	85.0
2016-11-27 19:47:45.068274	7a5ef446-a13b-4eaa-9164-b84fc62b591b	0ae8d852-01c9-465a-bee2-26ad166dda1f	105.0
2016-12-19 19:47:45.068274	7a5ef446-a13b-4eaa-9164-b84fc62b591b	91fcc161-9a71-41cd-81e3-c9a9294e8b8d	85.0
2016-11-22 19:47:45.068274	10611f52-b76d-4202-9255-165459e1e6c7	0024a8df-bb74-4403-8e33-d9f690c253d8	65.0
2016-12-08 19:47:45.068274	10611f52-b76d-4202-9255-165459e1e6c7	135e4f5c-c57a-4853-a524-c3a40fd87b7c	70.0
2017-01-06 19:47:45.068274	10611f52-b76d-4202-9255-165459e1e6c7	69258f11-abe8-4149-8670-fcc30673cc9d	65.0
2016-12-07 19:47:45.068274	96114449-5531-4ca8-8958-5e1d944dd5ce	8a315680-ff6f-4a6c-a9c8-02bfad9c1911	85.0
2016-12-12 19:47:45.068274	96114449-5531-4ca8-8958-5e1d944dd5ce	6d0ac806-8276-49ca-9497-c5822e98c4cf	80.0
2016-12-22 19:47:45.068274	96114449-5531-4ca8-8958-5e1d944dd5ce	c9e19320-008e-4b4a-9400-135dfc456c4f	80.0
2016-11-25 19:47:45.068274	90987cb2-01e1-400f-b6ed-640c5866f584	66b52f15-2c7f-4150-a1b8-a391c3738c44	65.0
2016-12-18 19:47:45.068274	90987cb2-01e1-400f-b6ed-640c5866f584	2d60607c-9b44-45ad-8ac4-cd1b2fd199cb	90.0
2016-12-26 19:47:45.068274	90987cb2-01e1-400f-b6ed-640c5866f584	0a56800a-a34a-41f7-9621-20daa84d1a83	65.0
2016-11-26 19:47:45.068274	e1ec3d0f-f010-4007-be55-3d7d46daa94e	af2f4c58-358d-4394-b8b0-330d10eb36c3	70.0
2016-12-05 19:47:45.068274	e1ec3d0f-f010-4007-be55-3d7d46daa94e	e8ac69ea-a33a-439e-a3d1-2f77213f2edc	65.0
2016-12-06 19:47:45.068274	e1ec3d0f-f010-4007-be55-3d7d46daa94e	9f975ce3-fda0-4e5f-9ce9-f1ed815ca932	65.0
2016-12-07 19:47:45.068274	e1ec3d0f-f010-4007-be55-3d7d46daa94e	02522f37-e782-4422-92a3-a44884281079	70.0
2016-12-22 19:47:45.068274	d48edeeb-8dbc-4191-b4aa-82593189a6b0	26ae6f6e-7cae-4463-a0a5-6464a01473fd	85.0
2016-12-18 19:47:45.068274	97bc51d4-5b41-49ee-bc21-b2f8adbcbf57	d4ecc0a9-d3b9-4274-ad54-de3bde615590	90.0
2016-12-12 19:47:45.068274	210e4c1b-863d-4c6e-86d6-033a850b32ff	fe0672fd-fb49-4617-a2c6-5cf7c551d508	75.0
2016-12-19 19:47:45.068274	210e4c1b-863d-4c6e-86d6-033a850b32ff	85a6819e-9745-4a4d-a551-02011e99838e	75.0
2016-11-20 19:47:45.068274	5c14d886-e25b-4d3d-bbd9-3e29acb686ef	11c6e26d-3ccc-417e-a4da-df71f8c25f20	100.0
2016-12-04 19:47:45.068274	5c14d886-e25b-4d3d-bbd9-3e29acb686ef	35dfbf01-01e5-441b-8ef9-4799186a37e8	100.0
2016-12-06 19:47:45.068274	5c14d886-e25b-4d3d-bbd9-3e29acb686ef	6f1e62f2-ee35-4eda-bae8-d9f35d16e761	75.0
2017-01-09 19:47:45.068274	5c14d886-e25b-4d3d-bbd9-3e29acb686ef	05734b99-51bb-4d4c-98b0-6a3f1a363bc7	80.0
2016-11-22 19:47:45.068274	7a06ca60-5a86-4ed5-8969-211006945bec	c0250a30-e784-4dd4-a912-c5e8d71ec579	85.0
2016-11-24 19:47:45.068274	7a06ca60-5a86-4ed5-8969-211006945bec	399f4d92-4ad7-4bd9-9730-e74a1546ea89	85.0
2016-12-15 19:47:45.068274	7a06ca60-5a86-4ed5-8969-211006945bec	a3a1e2e9-71c8-4037-848c-ce035b1a4963	90.0
2016-12-24 19:47:45.068274	7a06ca60-5a86-4ed5-8969-211006945bec	0bc1760c-21af-4893-a162-27e046f11c26	90.0
2016-11-29 19:47:45.068274	e1da517b-29af-4634-a0d7-3248c434b290	3a4a5fb6-fc1b-4899-b4a3-45d852f3e2e8	75.0
2016-12-08 19:47:45.068274	e1da517b-29af-4634-a0d7-3248c434b290	ffa69cae-9fe1-4eaa-ae86-c85a1a747cd9	75.0
2016-12-15 19:47:45.068274	e1da517b-29af-4634-a0d7-3248c434b290	b43a5da3-807f-4ac5-998c-1274738811e9	70.0
2017-01-02 19:47:45.068274	e1da517b-29af-4634-a0d7-3248c434b290	4e0e3c4e-c15d-4885-b7a6-3711912f76ed	75.0
2016-11-25 19:47:45.068274	5be4ea39-d33d-46e0-aee7-8f9a6dcf7f21	c524f95d-d55e-4b1b-8a57-749e8cae65f7	70.0
2016-11-26 19:47:45.068274	5be4ea39-d33d-46e0-aee7-8f9a6dcf7f21	9d6dfab0-d23e-41d9-8983-3c6fa1921443	70.0
2016-12-17 19:47:45.068274	5be4ea39-d33d-46e0-aee7-8f9a6dcf7f21	8b4d6cf7-8003-48c3-b78c-013e25165366	70.0
2017-01-15 19:47:45.068274	5be4ea39-d33d-46e0-aee7-8f9a6dcf7f21	75a98eae-76a2-456d-bc78-4cc40532f9d3	90.0
2017-01-10 19:47:45.068274	bd3a11ee-9d7e-4b83-84fb-22a0c7451fa9	30ac2ebb-975b-4cb4-8740-d1ab20981abf	80.0
2016-11-21 19:47:45.068274	3cbbf3f2-eba0-4001-b10b-e76fc9213120	ce600ed0-84ed-4451-845c-adc2f4045ac2	80.0
2016-11-21 19:47:45.068274	3cbbf3f2-eba0-4001-b10b-e76fc9213120	c465b417-341b-4a76-bdb8-cd2dbb85f7ad	75.0
2016-12-04 19:47:45.068274	3cbbf3f2-eba0-4001-b10b-e76fc9213120	202b8438-da2f-4bd7-b9c8-9097d810520e	105.0
2016-12-11 19:47:45.068274	3cbbf3f2-eba0-4001-b10b-e76fc9213120	c2a22f75-ce6e-4fbb-afc7-53f193d098a5	100.0
2016-12-08 19:47:45.068274	fc1a0c01-7836-4bc8-b88d-19fe9dd4db7e	a6bbdd63-c671-484d-99de-5a1a71af5820	65.0
2016-12-18 19:47:45.068274	fc1a0c01-7836-4bc8-b88d-19fe9dd4db7e	e7a69003-3f46-400e-b9a8-f8d0b14dc1ff	80.0
2017-01-17 19:47:45.068274	fc1a0c01-7836-4bc8-b88d-19fe9dd4db7e	2f37afce-43a4-4198-8e43-e864cbfd955f	65.0
2016-11-24 19:47:45.068274	b0701437-c202-4cda-bf3f-7f71d3feaefb	0fa88a60-828d-4dba-8bba-65d327740b38	75.0
2016-11-28 19:47:45.068274	b0701437-c202-4cda-bf3f-7f71d3feaefb	6bdded2c-2f12-4c39-adda-9f1c0eabe8c8	75.0
2016-12-19 19:47:45.068274	b0701437-c202-4cda-bf3f-7f71d3feaefb	602f90ac-c688-422f-9f6b-2b92f8514d4f	75.0
2016-12-04 19:47:45.068274	b4b6fde1-3924-48a9-aa95-1343aaf8cced	066d53d1-d8e7-4573-b0d0-8d466380f6c4	85.0
2016-12-13 19:47:45.068274	c2ec8865-960b-454c-94a1-6baf2bda1739	11ea524e-4365-4cab-beac-2d08f59de410	80.0
2016-11-21 19:47:45.068274	a31d5588-66e1-4ac7-a364-c454c65f088e	b6828a88-916c-45bc-8607-345a6819f20e	85.0
2016-12-02 19:47:45.068274	a31d5588-66e1-4ac7-a364-c454c65f088e	01f17dcb-3c4b-4b3a-b0d9-f9392d111ee0	80.0
2016-12-22 19:47:45.068274	a31d5588-66e1-4ac7-a364-c454c65f088e	794e7b03-bca9-4e74-97f6-4c99e571a4ea	80.0
2016-11-25 19:47:45.068274	14cca874-ca7b-4f1f-a805-1693f42ad085	90bcb162-08c6-4a77-b343-0b66f3d78731	80.0
2016-11-30 19:47:45.068274	14cca874-ca7b-4f1f-a805-1693f42ad085	9223205b-4524-4845-a1b3-f8a7dde4bc18	80.0
